delivery_id,assigned_agent,priority,region,delivery_mode,distance_km,package_weight_kg,delivery_cost,cost_per_km,delivery_rating,delivery_status,is_delayed,perf_score,route_cluster,lat,lon
4044,Agent Alpha,High,central,same day,216.7,14.9,1228.2,5.667743424088602,3,delivered,0,84.0,4,23.91633981619901,80.24639899295488
4045,Agent Gamma,Low,east,standard,225.5,32.99,1226.47,5.43889135254989,4,delivered,0,92.0,4,22.067142855216947,86.04677313007835
4046,Agent Beta,High,east,same day,158.9,45.84,1032.02,6.494776589049716,3,delivered,0,84.0,4,22.164918724541607,86.64082921132982
4047,Agent Beta,High,east,express,155.8,3.43,839.29,5.386970474967907,2,delayed,1,41.0,2,21.58170800501251,87.44787566019
4048,Agent Beta,High,west,same day,290.0,10.87,1582.61,5.457275862068965,2,delayed,1,34.18181818181819,0,23.385390900107218,70.97143246192745
4049,Agent Gamma,High,west,same day,139.3,9.41,824.73,5.9205312275664035,5,delivered,0,100.0,2,25.103447168090696,73.35265198083606
4050,Agent Gamma,High,west,same day,269.7,3.84,1460.02,5.4134964775676675,1,failed,1,30.22222222222222,0,21.209170268037877,69.83730437601753
4051,Agent Beta,Medium,north,two day,296.0,38.2,1594.6,5.387162162162162,4,delivered,0,92.0,0,31.30659823252065,75.16462070564049
4052,Agent Gamma,High,west,same day,19.9,48.38,344.64,17.31859296482412,4,delivered,0,92.0,3,24.134525922489377,71.36008342595161
4053,Agent Beta,High,west,same day,197.2,32.12,1182.36,5.995740365111562,5,delivered,0,100.0,4,24.93963927608018,73.7000746504759
4054,Agent Beta,High,central,same day,289.1,26.41,1624.73,5.619958491871325,2,failed,1,41.0,0,23.53714415578007,79.65518929548678
4055,Agent Alpha,High,south,same day,133.7,45.12,903.86,6.760359012715035,1,failed,1,28.0,2,14.577100208544381,81.99095062331833
4056,Agent Alpha,Medium,central,two day,114.6,44.24,705.72,6.158115183246074,5,delivered,0,100.0,1,20.2972023840368,75.49248559950153
4057,Agent Beta,High,central,express,113.0,17.87,668.61,5.916902654867257,2,delayed,1,27.11111111111111,1,25.110282548677212,77.79243455064642
4058,Agent Alpha,High,north,express,228.8,8.44,1219.32,5.329195804195804,3,delivered,0,84.0,4,25.940833154512198,74.28013587206812
4059,Agent Gamma,High,central,express,201.3,12.4,1093.7,5.433184302036761,1,failed,1,26.75,4,25.539480258177175,76.26322065211717
4060,Agent Beta,Low,central,standard,132.3,39.17,779.01,5.8882086167800445,4,delivered,0,92.0,2,26.15177648343186,79.23590276896996
4061,Agent Beta,High,central,same day,175.9,37.93,1093.29,6.215406480955088,5,delivered,0,100.0,4,21.964404773060664,77.13999428246004
4062,Agent Alpha,High,central,same day,180.1,24.59,1074.27,5.9648528595224874,3,delayed,1,49.0,4,21.46191133771476,75.29964793365501
4063,Agent Alpha,High,south,express,88.3,5.1,506.8,5.739524348810872,4,delivered,0,92.0,1,14.492180183148244,79.83132028892987
4064,Agent Gamma,High,north,same day,3.6,39.97,234.41,65.11388888888888,4,delivered,0,92.0,3,27.21815804552152,75.28819755277337
4065,Agent Alpha,High,west,express,3.6,28.51,146.03,40.56388888888889,4,delivered,0,92.0,3,25.19337429903322,71.95914874718378
4066,Agent Gamma,Medium,east,two day,135.3,18.52,732.06,5.410643015521064,5,delivered,0,100.0,2,20.217055552944863,88.32700083648706
4067,Agent Beta,Medium,central,two day,206.2,46.63,1170.89,5.678419010669254,5,delivered,0,100.0,4,20.95573117827615,76.49734867506618
4068,Agent Beta,Medium,east,two day,276.7,9.25,1411.25,5.100289121792556,4,delivered,0,92.0,0,25.474909330603694,91.02181370260317
4069,Agent Alpha,Medium,north,two day,251.9,14.48,1302.94,5.172449384676459,4,delivered,0,92.0,4,29.743033389620027,77.4751817853383
4070,Agent Beta,Medium,east,two day,104.4,14.63,565.89,5.420402298850575,5,delivered,0,100.0,1,24.68132334657372,90.45735604368139
4071,Agent Alpha,High,south,same day,162.3,46.63,1051.39,6.4780653111521875,4,delivered,0,92.0,4,11.845976264109108,81.76437128233349
4072,Agent Alpha,High,central,same day,135.3,44.25,909.25,6.720251293422025,5,delivered,0,100.0,2,24.258902497123625,78.36699785560667
4073,Agent Beta,High,west,express,62.9,33.22,464.16,7.379332273449921,3,delivered,0,84.0,1,23.565450963851582,72.58133248981548
4074,Agent Beta,Medium,central,two day,63.1,22.2,382.1,6.055467511885896,3,delivered,0,84.0,3,23.81890072073768,74.41304270268952
4075,Agent Alpha,High,west,express,252.8,7.04,1335.12,5.28132911392405,5,delivered,0,100.0,0,24.09519475722633,73.2808056033125
4076,Agent Alpha,High,north,express,38.2,42.68,369.04,9.660732984293194,3,delivered,0,84.0,3,29.15215503877459,76.23574471801498
4077,Agent Beta,Medium,central,two day,22.0,2.37,117.11,5.323181818181818,5,delivered,0,100.0,3,22.774374215815996,75.10657300080791
4078,Agent Beta,Low,north,standard,83.6,0.67,419.95,5.023325358851674,5,delivered,0,100.0,1,27.35553616628328,76.76775758167246
4079,Agent Gamma,Low,south,standard,147.2,22.18,802.54,5.452038043478261,3,delivered,0,84.0,2,14.511487985479214,81.61331993369983
4080,Agent Gamma,Medium,north,two day,15.1,28.53,161.09,10.668211920529801,4,delivered,0,92.0,3,27.057634580019116,79.87006676819222
4081,Agent Alpha,High,north,same day,102.8,31.79,709.37,6.900486381322957,5,delivered,0,100.0,1,29.854125836926485,76.34462934673249
4082,Agent Gamma,Medium,central,two day,249.1,28.1,1329.8,5.338418305901245,4,delivered,0,92.0,0,21.59999693589596,77.65633979222987
4083,Agent Gamma,High,north,express,111.7,23.28,678.34,6.072873769024172,5,delivered,0,100.0,1,29.451981019726723,79.20746630018151
4084,Agent Beta,Low,north,standard,178.6,22.86,961.58,5.383986562150056,5,delivered,0,100.0,2,30.182469602774173,76.10399651970009
4085,Agent Alpha,High,north,express,288.5,12.69,1530.57,5.30526863084922,3,delayed,1,37.46153846153846,0,27.012283333439235,74.9535434698249
4086,Agent Beta,Medium,west,two day,211.4,10.47,1088.41,5.1485808893093665,4,delivered,0,92.0,4,20.35965980516785,71.29129098739612
4087,Agent Gamma,High,south,same day,204.5,12.66,1160.48,5.674718826405868,4,delivered,0,92.0,4,10.685842457965045,82.59473697885034
4088,Agent Beta,Medium,west,two day,291.5,1.78,1462.84,5.018319039451114,4,delivered,0,92.0,0,23.63598180362615,70.55635865077102
4089,Agent Gamma,Low,south,standard,28.9,11.27,178.31,6.169896193771627,5,delivered,0,100.0,3,14.996678437354413,79.1753263660407
4090,Agent Gamma,High,south,express,281.0,5.97,1472.91,5.241672597864769,3,delivered,0,84.0,0,10.169980927412546,79.98784186300205
4091,Agent Beta,High,north,same day,46.5,43.22,462.16,9.938924731182796,4,delivered,0,92.0,1,30.104907554249877,79.18267934094551
4092,Agent Gamma,Low,south,standard,11.6,32.44,155.32,13.389655172413793,4,delivered,0,92.0,3,11.947911875700314,82.82627970191785
4093,Agent Beta,High,south,express,140.1,13.39,790.67,5.643611705924339,2,delayed,1,27.11111111111111,2,12.771170219517135,79.75486185779953
4094,Agent Alpha,Medium,central,two day,265.5,31.55,1422.15,5.356497175141243,3,delivered,0,84.0,0,25.773157299073393,79.9917242901211
4095,Agent Gamma,Low,east,standard,94.7,41.07,596.71,6.3010559662090815,4,delivered,0,92.0,1,21.591829028415074,86.36875456914653
4096,Agent Alpha,Low,east,standard,28.1,43.96,272.38,9.6932384341637,3,delivered,0,84.0,3,22.39202160363692,86.34111375137823
4097,Agent Beta,High,central,same day,6.7,37.31,245.43,36.63134328358209,3,delivered,0,84.0,3,20.282094488564084,80.0955049178088
4098,Agent Beta,Low,east,standard,118.1,18.43,645.79,5.468162574089755,4,delivered,0,92.0,1,20.08959232002903,88.45808080117
4099,Agent Gamma,Low,central,standard,295.4,10.55,1508.65,5.107142857142858,4,delivered,0,92.0,0,21.751549546808704,75.51544701212373
4100,Agent Beta,High,south,same day,203.8,47.51,1261.53,6.190039254170755,3,delivered,0,84.0,4,10.067113444926447,80.12794222345337
4101,Agent Beta,High,central,same day,153.0,6.92,885.76,5.7892810457516335,4,delivered,0,92.0,2,23.988251956289506,79.09926693227432
4102,Agent Beta,Medium,north,two day,62.4,48.42,457.26,7.327884615384615,4,delivered,0,92.0,1,28.258390140809734,79.06152219434114
4103,Agent Beta,Low,east,standard,285.2,45.78,1563.34,5.4815568022440395,5,delivered,0,100.0,0,22.888871216368134,90.58381553989545
4104,Agent Beta,Medium,east,two day,13.6,24.48,141.44,10.4,5,delivered,0,100.0,3,20.64788311537798,88.81742541852452
4105,Agent Beta,High,central,same day,11.4,23.6,227.8,19.982456140350877,4,delivered,0,92.0,3,21.975592176619696,79.60167608620729
4106,Agent Alpha,High,south,same day,90.2,4.84,565.52,6.269623059866962,5,delivered,0,100.0,1,13.882946849116351,80.26018125281954
4107,Agent Beta,Low,south,standard,137.0,45.76,822.28,6.0020437956204375,5,delivered,0,100.0,2,15.691816341782399,80.84235941434646
4108,Agent Gamma,Medium,south,two day,267.0,24.83,1409.49,5.278988764044944,4,delivered,0,92.0,0,10.202500641613256,81.75231881362987
4109,Agent Alpha,Low,west,standard,213.9,1.0,1072.5,5.014025245441795,4,delivered,0,92.0,4,25.342305925131598,72.15261175626304
4110,Agent Beta,High,south,same day,119.3,16.91,747.23,6.263453478625315,5,delivered,0,100.0,2,13.361287207867251,77.64148892283265
4111,Agent Gamma,Low,east,standard,195.4,28.91,1063.73,5.443858751279427,3,delivered,0,84.0,4,22.983517400533742,87.5009981411462
4112,Agent Beta,High,west,same day,217.7,23.61,1259.33,5.784703720716583,4,delivered,0,92.0,4,23.001671211246563,73.34366530077575
4113,Agent Beta,High,south,express,56.9,16.28,383.34,6.737082601054481,2,delayed,1,31.0,3,10.3163645154251,78.35399421783687
4114,Agent Gamma,Low,south,standard,102.2,23.03,580.09,5.676027397260274,4,delivered,0,92.0,1,10.439261110416965,78.09031218099784
4115,Agent Beta,Low,north,standard,73.1,17.66,418.48,5.724760601915185,4,delivered,0,92.0,1,29.305472033954516,75.85848326754862
4116,Agent Alpha,High,north,express,249.2,45.88,1433.64,5.752969502407705,2,delayed,1,29.636363636363633,0,27.74575142861335,74.29266877366692
4117,Agent Beta,High,central,express,266.4,10.12,1412.36,5.301651651651651,2,delayed,1,37.875,0,25.703608399466084,78.86053738852152
4118,Agent Gamma,High,central,express,268.5,20.35,1453.55,5.413594040968342,1,failed,1,23.909090909090907,0,22.63954322415683,75.95229361313004
4119,Agent Gamma,High,north,express,178.1,43.95,1072.35,6.021055586749017,3,delayed,1,37.888888888888886,4,26.559688752215845,74.84543037981959
4120,Agent Gamma,Low,east,standard,107.2,20.57,597.71,5.575652985074627,5,delivered,0,100.0,1,23.888313001012218,89.59477649578062
4121,Agent Gamma,High,north,express,152.9,25.32,890.46,5.82380640941792,4,delivered,0,92.0,2,27.46012052864606,79.15756807525972
4122,Agent Alpha,High,central,express,263.9,25.27,1445.31,5.47673361121637,4,delivered,0,92.0,0,23.35282184413536,74.51925357517068
4123,Agent Gamma,High,west,express,204.7,36.76,1183.78,5.782999511480215,2,delayed,1,41.0,4,24.18699671303102,71.00159862444734
4124,Agent Alpha,Low,west,standard,250.1,21.95,1316.35,5.263294682127149,5,delivered,0,100.0,4,25.401584667212422,75.2713939492175
4125,Agent Beta,Low,south,standard,27.3,8.52,162.06,5.9362637362637365,4,delivered,0,92.0,3,14.653147168810058,79.51152481559666
4126,Agent Beta,Low,south,standard,159.5,41.35,921.55,5.777742946708464,5,delivered,0,100.0,2,13.958166407236344,82.83155238029158
4127,Agent Beta,High,central,same day,244.3,34.94,1426.32,5.838395415472779,5,delivered,0,100.0,0,24.277799094370863,76.04527523022406
4128,Agent Gamma,High,east,same day,159.7,43.37,1028.61,6.4408891671884785,4,delivered,0,92.0,2,25.27554786419252,86.7084058134316
4129,Agent Beta,Medium,east,two day,92.3,15.78,508.84,5.512892741061755,4,delivered,0,92.0,1,21.374944584979218,86.68465047036798
4130,Agent Beta,Low,central,standard,106.2,14.93,575.79,5.421751412429378,5,delivered,0,100.0,1,20.206672565177122,74.91137196254964
4131,Agent Gamma,High,central,express,20.7,0.67,154.28,7.453140096618358,4,delivered,0,92.0,3,21.83172735638919,79.77859373105476
4132,Agent Gamma,Low,south,standard,264.4,1.72,1327.16,5.0195158850226935,4,delivered,0,92.0,0,11.207348277760465,83.0790101357974
4133,Agent Beta,Medium,north,two day,209.2,21.71,1111.13,5.311328871892926,5,delivered,0,100.0,4,29.67100751068399,79.82705284362982
4134,Agent Beta,Medium,south,two day,270.8,37.51,1466.53,5.415546528803545,5,delivered,0,100.0,0,13.702269598593174,82.31216883896364
4135,Agent Gamma,Low,west,standard,49.7,4.63,262.39,5.2794768611670015,4,delivered,0,92.0,3,23.560768296228343,74.68132744590585
4136,Agent Gamma,Medium,north,two day,70.9,5.8,371.9,5.245416078984484,4,delivered,0,92.0,3,25.79746065925672,78.06651280301392
4137,Agent Alpha,Medium,south,two day,163.5,19.34,875.52,5.354862385321101,5,delivered,0,100.0,2,14.272668326703885,82.15728227170368
4138,Agent Beta,High,central,same day,28.7,37.87,357.11,12.442857142857143,4,delivered,0,92.0,3,22.14118247491295,75.6500541860583
4139,Agent Alpha,Medium,east,two day,187.0,5.21,950.63,5.083582887700535,4,delivered,0,92.0,2,23.59033593403979,87.72747578232277
4140,Agent Alpha,Low,south,standard,97.8,31.07,582.21,5.9530674846625775,5,delivered,0,100.0,1,13.23947057101292,81.04501775976848
4141,Agent Alpha,High,east,express,51.3,17.84,360.02,7.017933723196881,3,delayed,1,36.5,3,21.656385552567443,90.64862799536958
4142,Agent Beta,High,central,same day,102.8,11.74,649.22,6.315369649805448,2,delayed,1,38.22222222222222,1,21.007457602624648,78.3628167742127
4143,Agent Gamma,High,south,same day,282.9,49.1,1632.7206,5.771370095440085,3,delivered,0,84.0,0,10.466513385962886,82.23413175000523
4144,Agent Gamma,High,east,same day,183.4,42.58,1144.74,6.241766630316248,3,delayed,1,44.0,4,24.589109998673344,88.2436970950958
4145,Agent Gamma,Medium,west,two day,186.9,10.12,964.86,5.1624398073836275,4,delivered,0,92.0,2,25.51038525248935,73.90382242623026
4146,Agent Beta,Low,east,standard,228.5,22.13,1208.89,5.29054704595186,4,delivered,0,92.0,4,23.498728280585798,91.27988483825052
4147,Agent Alpha,Medium,central,two day,249.4,13.76,1288.28,5.16551724137931,4,delivered,0,92.0,4,20.8206046891629,75.32093134277855
4148,Agent Alpha,Low,east,standard,174.8,24.55,947.65,5.421338672768878,5,delivered,0,100.0,2,22.012163301329444,90.96152415389534
4149,Agent Gamma,High,west,express,136.9,11.34,768.52,5.613732651570489,5,delivered,0,100.0,2,24.373635200630943,72.73418368705141
4150,Agent Alpha,High,south,express,30.2,2.83,209.49,6.936754966887418,5,delivered,0,100.0,3,14.578925304060409,81.05930818438036
4151,Agent Alpha,Medium,north,two day,232.5,24.03,1234.59,5.310064516129032,3,delivered,0,84.0,4,26.40931173374653,79.36721404146307
4152,Agent Beta,High,south,express,73.6,32.93,516.79,7.021603260869565,3,delayed,1,33.375,1,9.900184313072295,79.65792503531391
4153,Agent Gamma,Medium,north,two day,49.0,19.84,304.52,6.21469387755102,3,delivered,0,84.0,3,29.97282227528363,76.61215544934029
4154,Agent Gamma,Low,west,standard,280.5,9.39,1430.67,5.100427807486631,5,delivered,0,100.0,0,22.139577055917233,72.76309101808259
4155,Agent Gamma,Medium,east,two day,199.8,30.74,1091.22,5.461561561561561,5,delivered,0,100.0,4,21.126887989709562,85.51461250698111
4156,Agent Gamma,Low,west,standard,178.0,40.37,1011.11,5.6803932584269665,4,delivered,0,92.0,2,20.07738481873715,72.5799970856601
4157,Agent Gamma,High,west,same day,207.6,16.4,1187.2,5.7186897880539505,5,delivered,0,100.0,4,23.241796440568997,71.34652358996537
4158,Agent Gamma,High,east,express,106.7,44.59,717.27,6.722305529522024,1,failed,1,28.0,1,24.706904412555893,90.9677250943507
4159,Agent Alpha,Low,central,standard,265.5,7.36,1349.58,5.0831638418079095,5,delivered,0,100.0,0,25.945789877635526,74.9264117925182
4160,Agent Gamma,High,east,same day,150.0,19.65,908.95,6.059666666666667,5,delivered,0,100.0,2,22.994469703679737,88.15592277211881
4161,Agent Alpha,Medium,west,two day,163.6,2.75,826.25,5.050427872860636,4,delivered,0,92.0,2,23.086767966439364,75.28480902226416
4162,Agent Beta,High,west,same day,102.0,36.05,718.15,7.040686274509803,5,delivered,0,100.0,1,20.510338312935446,75.00621150191085
4163,Agent Gamma,High,west,same day,293.7,46.34,1632.7206,5.559144024514811,1,failed,1,30.22222222222222,0,23.2932368092556,73.8080906542473
4164,Agent Beta,Medium,east,two day,148.1,29.22,828.16,5.591897366644159,3,delivered,0,84.0,2,21.87987447379237,88.93616631197645
4165,Agent Gamma,High,east,express,11.6,21.57,172.71,14.888793103448277,2,delayed,1,23.142857142857142,3,23.24281168530146,87.08438562279704
4166,Agent Beta,Low,central,standard,269.4,28.57,1432.71,5.318151447661471,4,delivered,0,92.0,0,22.53235808725928,76.60174267651473
4167,Agent Alpha,High,central,same day,125.4,37.94,840.82,6.705103668261563,4,delivered,0,92.0,2,21.6417947407022,74.94080918852477
4168,Agent Alpha,Medium,north,two day,176.6,21.6,947.8,5.366930917327293,3,delivered,0,84.0,2,26.26979165137026,78.81664978654942
4169,Agent Beta,Low,central,standard,80.5,42.12,528.86,6.569689440993789,5,delivered,0,100.0,1,22.089510667533375,76.34321860742287
4170,Agent Gamma,High,central,express,10.7,16.76,153.78,14.371962616822431,1,failed,1,16.333333333333332,3,20.779869005726514,78.40669139418125
4171,Agent Beta,High,east,express,29.1,16.56,245.18,8.425429553264605,3,delayed,1,36.5,3,20.661381704943906,87.54556866319169
4172,Agent Gamma,Medium,east,two day,86.5,42.67,560.51,6.479884393063584,3,delivered,0,84.0,1,25.52401695147728,88.18598264837757
4173,Agent Beta,Medium,east,two day,250.1,38.94,1367.32,5.467093162734906,3,delivered,0,84.0,0,22.264621341439714,88.73001483425837
4174,Agent Beta,High,east,same day,297.1,1.83,1592.99,5.361797374621339,4,delivered,0,92.0,0,22.7912305990301,90.21111445034363
4175,Agent Gamma,High,north,express,34.2,24.67,295.01,8.626023391812865,4,delivered,0,92.0,3,30.94171117242329,75.36693826524407
4176,Agent Gamma,High,south,same day,193.7,44.05,1200.65,6.198502839442438,4,delivered,0,92.0,4,15.873413402944127,79.59259232097914
4177,Agent Beta,High,central,express,280.9,24.6,1528.3,5.440726237095052,5,delivered,0,100.0,0,23.69628669606809,75.1804894313509
4178,Agent Alpha,High,east,same day,93.7,0.67,569.94,6.082604055496265,5,delivered,0,100.0,1,24.474842926265033,85.85456302952755
4179,Agent Alpha,Medium,south,two day,278.2,28.63,1476.89,5.308734723220705,4,delivered,0,92.0,0,11.861646146020052,80.82804613701275
4180,Agent Alpha,High,south,same day,140.5,3.64,813.42,5.789466192170818,2,delayed,1,41.0,2,11.734463744683747,78.33454626615342
4181,Agent Beta,Medium,west,two day,104.5,10.17,553.01,5.291961722488038,5,delivered,0,100.0,1,22.41622232596736,69.95879605155659
4182,Agent Alpha,High,east,same day,244.8,2.74,1332.22,5.442075163398693,5,delivered,0,100.0,0,23.635043576041895,90.78258758723844
4183,Agent Gamma,High,east,express,31.4,44.02,339.06,10.798089171974523,3,delayed,1,31.142857142857142,3,23.693150135530594,88.60588651871238
4184,Agent Alpha,Low,south,standard,146.9,28.84,821.02,5.588972089857045,4,delivered,0,92.0,2,11.791436607896705,78.00776924441791
4185,Agent Beta,Medium,north,two day,62.0,19.09,367.27,5.923709677419355,4,delivered,0,92.0,3,26.499259544819772,74.42055676468529
4186,Agent Alpha,High,south,express,139.0,22.39,812.17,5.842949640287769,1,failed,1,24.666666666666664,2,13.694377538793052,77.91916032048194
4187,Agent Beta,Medium,east,two day,158.6,24.68,867.04,5.466834804539722,5,delivered,0,100.0,2,20.36995517313259,88.2280234419237
4188,Agent Beta,Medium,south,two day,187.7,5.49,954.97,5.087746403835909,3,delivered,0,84.0,2,13.370955049375981,81.21079153101338
4189,Agent Beta,High,east,same day,43.4,21.16,380.48,8.766820276497697,3,delayed,1,49.0,3,23.760532768337853,89.24768044991627
4190,Agent Gamma,High,central,same day,241.5,23.05,1376.65,5.700414078674949,5,delivered,0,100.0,0,24.40366897836671,75.266538517587
4191,Agent Gamma,High,north,express,275.7,30.83,1520.99,5.516829887558941,2,delayed,1,37.875,0,30.22083266395758,77.90093371102624
4192,Agent Beta,Low,central,standard,265.6,12.83,1366.49,5.144917168674699,4,delivered,0,92.0,0,25.437156529393988,76.8291937453056
4193,Agent Gamma,Medium,north,two day,172.6,42.68,991.04,5.741830822711472,4,delivered,0,92.0,2,28.69975395178873,76.88846270579678
4194,Agent Beta,Medium,east,two day,202.6,20.85,1075.55,5.308736426456071,3,delivered,0,84.0,4,23.98149513717743,90.2085824374719
4195,Agent Beta,High,west,same day,272.1,11.27,1494.31,5.491767732451304,2,failed,1,41.0,0,23.71503641219502,71.59499623607782
4196,Agent Alpha,Medium,south,two day,33.0,28.64,250.92,7.6036363636363635,5,delivered,0,100.0,3,11.019839638786095,78.08199428298012
4197,Agent Alpha,Low,south,standard,212.3,22.08,1127.74,5.3120113047574185,4,delivered,0,92.0,4,10.054137869216449,82.44071880139805
4198,Agent Alpha,High,east,same day,171.0,9.18,982.54,5.745847953216374,4,delivered,0,92.0,2,21.307248314061603,86.67278345519803
4199,Agent Gamma,Low,north,standard,215.7,42.86,1207.08,5.596105702364395,3,delivered,0,84.0,4,28.358202238025715,75.86417922332785
4200,Agent Alpha,High,central,same day,59.7,30.35,489.55,8.200167504187604,4,delivered,0,92.0,1,23.90263566657194,78.63954035341574
4201,Agent Alpha,Medium,south,two day,89.9,38.99,566.47,6.30111234705228,4,delivered,0,92.0,1,14.999755983019233,81.30130190234564
4202,Agent Beta,High,west,express,275.1,41.0,1548.5,5.628862231915667,4,delivered,0,92.0,0,21.177474300236995,74.40240012770296
4203,Agent Alpha,High,south,express,28.9,20.18,255.04,8.824913494809689,5,delivered,0,100.0,3,10.653298739390863,78.30319984868765
4204,Agent Beta,High,central,same day,277.7,47.21,1630.13,5.870111631256752,5,delivered,0,100.0,0,25.980879684845966,76.51367935988523
4205,Agent Beta,High,north,express,216.5,3.14,1141.92,5.274457274826791,4,delivered,0,92.0,4,26.348267356258443,74.85529943373756
4206,Agent Alpha,Medium,west,two day,77.8,12.12,425.36,5.4673521850899744,4,delivered,0,92.0,1,22.870946420643136,72.84623488301162
4207,Agent Beta,High,west,express,208.6,10.16,1123.48,5.385810162991372,2,delayed,1,37.42857142857143,4,23.51338237275981,71.3554235552322
4208,Agent Gamma,High,west,express,270.0,9.43,1428.29,5.289962962962963,5,delivered,0,100.0,0,23.248246525444628,73.73361384605137
4209,Agent Gamma,High,north,express,61.3,38.79,472.87,7.714029363784666,2,delayed,1,25.375,1,26.216192942197658,74.10206620790724
4210,Agent Gamma,High,north,express,207.7,4.48,1101.94,5.305440539239288,2,delayed,1,41.0,4,26.042161484021715,74.45809799075747
4211,Agent Alpha,High,central,express,288.4,11.05,1525.15,5.288314840499307,3,delayed,1,43.44444444444444,0,20.832900564766213,76.99536180311607
4212,Agent Alpha,Medium,south,two day,76.5,10.11,412.83,5.396470588235294,5,delivered,0,100.0,1,13.413526103235675,82.94910493585341
4213,Agent Beta,High,central,same day,274.8,39.03,1591.09,5.789992721979621,2,delayed,1,41.0,0,23.466069325805925,79.7451083241551
4214,Agent Alpha,High,central,express,39.6,43.0,377.0,9.520202020202019,3,delivered,0,84.0,3,21.602444752220464,80.36405416837191
4215,Agent Alpha,Low,west,standard,218.5,5.88,1110.14,5.080732265446224,4,delivered,0,92.0,4,23.82664485107355,72.10098134918427
4216,Agent Alpha,Medium,north,two day,15.3,5.42,95.6674,6.252771241830065,5,delivered,0,100.0,3,30.620405012333897,74.3794109176425
4217,Agent Beta,Low,south,standard,159.2,0.67,796.84,5.005276381909549,3,delivered,0,84.0,2,10.149473759079562,79.03573685211857
4218,Agent Beta,High,north,express,17.3,31.44,230.82,13.342196531791906,3,delayed,1,34.0,3,28.688779661288255,78.1546251130437
4219,Agent Alpha,High,north,same day,293.1,23.66,1632.7206,5.570524053224156,2,delayed,1,41.0,0,29.835862472616142,74.91098285860448
4220,Agent Gamma,Low,central,standard,251.9,39.57,1378.21,5.471258435887257,4,delivered,0,92.0,0,21.71387156241812,76.19983307256001
4221,Agent Beta,High,east,express,258.6,42.17,1469.51,5.682559938128383,3,delayed,1,37.46153846153846,0,21.446625431758896,85.73699698726915
4222,Agent Alpha,Medium,west,two day,277.7,12.94,1427.32,5.139791141519625,5,delivered,0,100.0,0,23.681827417936304,72.4498022303414
4223,Agent Gamma,Low,north,standard,216.4,17.04,1133.12,5.2362292051756,3,delivered,0,84.0,4,31.08761176066242,75.35352406617052
4224,Agent Alpha,Low,north,standard,87.8,10.08,469.24,5.344419134396356,5,delivered,0,100.0,1,30.559546521817396,74.64748816139401
4225,Agent Alpha,Low,east,standard,297.1,14.83,1544.49,5.198552675866711,4,delivered,0,92.0,0,23.098781314597503,87.86729485689489
4226,Agent Alpha,High,east,same day,105.6,36.6,737.8,6.986742424242424,2,delayed,1,41.0,2,23.981330306543498,87.50735242624494
4227,Agent Beta,Low,east,standard,261.3,21.2,1370.1,5.243398392652123,5,delivered,0,100.0,0,21.788934821246794,88.62510642167295
4228,Agent Alpha,Low,north,standard,225.5,32.76,1225.78,5.435831485587583,4,delivered,0,92.0,4,29.545793168592546,78.59423193188184
4229,Agent Alpha,High,south,express,191.0,27.36,1087.08,5.69151832460733,3,delayed,1,34.41666666666667,4,12.697089546765342,77.87541241855904
4230,Agent Alpha,High,north,same day,201.9,43.22,1239.16,6.137493808816246,3,delayed,1,49.0,4,26.839616818745366,78.84675354126004
4231,Agent Gamma,Medium,north,two day,3.6,28.66,95.6674,26.574277777777777,5,delivered,0,100.0,3,29.91042964326354,74.25773987925108
4232,Agent Beta,Low,south,standard,172.4,10.93,894.79,5.190197215777262,5,delivered,0,100.0,2,13.238787824092933,79.85861141497509
4233,Agent Gamma,High,west,same day,29.4,44.7,381.1,12.962585034013607,5,delivered,0,100.0,3,22.151729491721547,73.12458172131528
4234,Agent Alpha,Medium,west,two day,297.1,34.86,1603.08,5.395759003702456,3,delivered,0,84.0,0,25.468035140471784,75.34199203883878
4235,Agent Beta,High,central,same day,64.0,19.16,477.48,7.460625,5,delivered,0,100.0,1,20.325604706960398,77.84353816121791
4236,Agent Gamma,Medium,south,two day,254.8,9.67,1303.01,5.113854003139717,3,delivered,0,84.0,4,11.794638907496976,78.15249515962833
4237,Agent Alpha,Low,east,standard,237.5,33.15,1286.95,5.418736842105264,4,delivered,0,92.0,4,19.94128838666588,88.50525083206347
4238,Agent Gamma,Low,central,standard,201.6,29.58,1096.74,5.4401785714285715,5,delivered,0,100.0,4,24.799163897329763,76.7747036831485
4239,Agent Beta,High,east,same day,173.2,20.43,1027.29,5.931235565819861,4,delivered,0,92.0,2,23.812644724682755,88.27613340560147
4240,Agent Alpha,High,north,express,129.0,16.07,743.21,5.761317829457365,2,delayed,1,28.5,2,27.6881133124179,75.28258208795452
4241,Agent Beta,High,east,same day,229.1,32.0,1341.5,5.855521606285465,5,delivered,0,100.0,0,23.65397741324244,88.40496225386764
4242,Agent Alpha,High,north,same day,117.1,5.64,702.42,5.998462852263023,4,delivered,0,92.0,1,28.075623357175697,75.00023858574525
4243,Agent Alpha,High,south,express,226.7,25.74,1260.72,5.56118217909131,3,delayed,1,37.63636363636363,4,14.437522748534606,81.66425848414522
4244,Agent Gamma,Medium,south,two day,55.7,49.52,427.06,7.667145421903052,5,delivered,0,100.0,1,12.625101976420236,80.76343756135358
